"dim","iso","year","quarter","techq","eu","median1st","median2nd","pres","GOV_POS","govmin","govmax","VP_RANGE","VP_RANGE_EU","minoritygov"
"LR",36,2011,205,205,,-2.5391,-3.2831,,-3.1512,-3.2831,-1.795,1.488,1.488,1
"LR",36,2011,206,206,,-2.4359,-3.047,,-2.9387,-3.047,-1.8247,1.2223,1.2223,1
"LR",36,2011,207,207,,-2.3327,-2.811,,-2.7262,-2.811,-1.8544,0.9566,0.9566,1
"LR",36,2012,208,208,,-2.2295,-2.575,,-2.5138,-2.575,-1.8841,0.6909,0.6909,1
"LR",36,2012,209,209,,-2.1264,-2.3389,,-2.3013,-2.3389,-1.9138,0.4251,0.4251,1
"LR",36,2012,210,210,,-2.0232,-2.1029,,-2.0888,-2.1029,-1.9435,0.1594,0.1594,1
"LR",36,2012,211,211,,-1.8669,-1.8669,,-1.8763,-1.9732,-1.8669,0.1063,0.1063,1
"LR",36,2013,212,212,,-1.6309,-1.6309,,-1.6638,-2.0029,-1.6309,0.3721,0.3721,1
"LR",36,2013,213,213,,-1.3948,-1.3948,,-1.4513,-2.0326,-1.3948,0.6378,0.6378,1
"LR",36,2013,214,214,,-1.1588,-1.1588,,-1.2389,-2.0623,-1.1588,0.9035,0.9035,1
"LR",36,2013,215,215,,13.4056,-2.0696,,13.4056,-1.6215,13.4056,15.4752,15.4752,0
"LR",36,2014,216,216,,12.9365,-2.9803,,12.9365,-1.1807,12.9365,15.9168,15.9168,0
"LR",36,2014,217,217,,12.4674,-3.8911,,12.4674,-0.74,12.4674,16.3585,16.3585,0
"LR",36,2014,218,218,,11.9983,-4.8018,,11.9983,-0.2992,11.9983,16.8001,16.8001,0
"LR",36,2014,219,219,,11.5292,-5.6326,,11.5292,0.1416,11.5292,17.1618,17.1618,0
"LR",36,2015,220,220,,11.0601,-5.6326,,11.0601,0.5824,11.0601,16.6926,16.6926,0
"LR",36,2015,221,221,,10.5909,-5.6326,,10.5909,1.0232,10.5909,16.2235,16.2235,0
"LR",36,2015,222,222,,10.1218,-5.6326,,10.1218,1.4639,10.1218,15.7544,15.7544,0
"LR",36,2015,223,223,,9.6527,-5.6326,,9.6527,1.9047,9.6527,15.2853,15.2853,0
"LR",36,2016,224,224,,9.1836,-5.6326,,9.1836,2.3455,9.1836,14.8162,14.8162,0
"LR",36,2016,225,225,,8.7145,-5.6326,,8.7145,2.7863,8.7145,14.3471,14.3471,0
"LR",36,2016,226,226,,3.2271,-12.088,,8.2454,3.2271,8.2454,20.3333,20.3333,0
"LR",36,2016,227,227,,3.2271,-12.088,,8.2454,3.2271,8.2454,20.3333,20.3333,0
"LR",36,2017,228,228,,3.2271,-12.088,,8.2454,3.2271,8.2454,20.3333,20.3333,0
"LR",36,2017,229,229,,3.2271,-12.088,,8.2454,3.2271,8.2454,20.3333,20.3333,0
"LR",36,2017,230,230,,3.2271,-12.088,,8.2454,3.2271,8.2454,20.3333,20.3333,0
"LR",36,2017,231,231,,3.2271,-12.088,,8.2454,3.2271,8.2454,20.3333,20.3333,0
"LR",36,2018,232,232,,3.2271,-12.088,,5.7362,3.2271,8.2454,20.3333,20.3333,0
"LR",36,2018,233,233,,3.2271,-12.088,,5.7362,3.2271,8.2454,20.3333,20.3333,0
"LR",36,2018,234,234,,3.2271,-12.088,,5.7362,3.2271,8.2454,20.3333,20.3333,0
"LR",36,2018,235,235,,3.2271,-12.088,,7.9152,3.2271,8.2454,20.3333,20.3333,0
"LR",36,2019,236,236,,3.2271,-12.088,,7.9152,3.2271,8.2454,20.3333,20.3333,0
"LR",36,2019,237,237,,3.2271,-12.088,,7.9152,3.2271,8.2454,20.3333,20.3333,0
"LR",36,2019,238,238,,3.2271,-6.2834,,7.9195,3.2271,8.2454,14.5288,14.5288,0
"LR",36,2019,239,239,,3.2271,-6.2834,,7.9195,3.2271,8.2454,14.5288,14.5288,0
"LR",36,2020,240,240,,3.2271,-6.2834,,7.9195,3.2271,8.2454,14.5288,14.5288,0
"LR",36,2020,241,241,,3.2271,-6.2834,,7.9195,3.2271,8.2454,14.5288,14.5288,0
"LR",36,2020,242,242,,3.2271,-6.2834,,7.9195,3.2271,8.2454,14.5288,14.5288,0
"LR",36,2020,243,243,,3.2271,-6.2834,,7.9195,3.2271,8.2454,14.5288,14.5288,0
"LR",40,1949,-41,-41,,1.159,,1.159,7.2914,1.159,12.6274,11.4684,11.4684,0
"LR",40,1950,-40,-40,,0.9529,,0.9529,7.0099,0.9529,12.2802,11.3273,11.3273,0
"LR",40,1950,-39,-39,,0.7467,,0.7467,6.7283,0.7467,11.933,11.1863,11.1863,0
"LR",40,1950,-38,-38,,0.5406,,0.5406,6.4467,0.5406,11.5857,11.0452,11.0452,0
"LR",40,1950,-37,-37,,0.4884,,0.3344,6.1651,0.3344,11.2385,10.9041,10.9041,0
"LR",40,1951,-36,-36,,1.3902,,,5.8835,0.1282,10.8913,10.763,10.763,0
"LR",40,1951,-35,-35,,2.2919,,,5.6019,-0.0779,10.5441,10.622,10.622,0
"LR",40,1951,-34,-34,,3.1937,,-0.2841,5.3203,-0.2841,10.1968,10.4809,10.4809,0
"LR",40,1951,-33,-33,,4.0954,,-0.4902,5.0387,-0.4902,9.8496,10.3398,10.3398,0
"LR",40,1952,-32,-32,,4.9972,,-0.6964,4.7571,-0.6964,9.5024,10.1988,10.1988,0
"LR",40,1952,-31,-31,,5.8989,,-0.9026,4.4755,-0.9026,9.1551,10.0577,10.0577,0
"LR",40,1952,-30,-30,,6.8007,,-1.1087,4.1939,-1.1087,8.8079,9.9166,9.9166,0
"LR",40,1952,-29,-29,,7.7024,,-1.3149,3.9123,-1.3149,8.4607,9.7755,9.7755,0
"LR",40,1953,-28,-28,,8.1134,,-1.521,3.6307,-1.521,8.1134,9.6345,9.6345,0
"LR",40,1953,-27,-27,,8.7788,,-1.3981,4.2,-1.3981,9.7225,11.1206,11.1206,0
"LR",40,1953,-26,-26,,8.9534,,-1.2752,5.0711,-1.2752,11.3315,12.6067,12.6067,0
"LR",40,1953,-25,-25,,9.128,,-1.1522,5.9421,-1.1522,12.9406,14.0928,14.0928,0
"LR",40,1954,-24,-24,,9.3025,,-1.0293,6.8132,-1.0293,14.5497,15.5789,15.5789,0
"LR",40,1954,-23,-23,,9.4771,,-0.9063,7.6842,-0.9063,16.1587,17.0651,17.0651,0
"LR",40,1954,-22,-22,,9.6517,,-0.7834,8.5553,-0.7834,17.7678,18.5512,18.5512,0
"LR",40,1954,-21,-21,,9.8263,,-0.6605,9.4263,-0.6605,19.3768,20.0373,20.0373,0
"LR",40,1955,-20,-20,,10.0009,,-0.5375,10.2974,-0.5375,20.9859,21.5234,21.5234,0
"LR",40,1955,-19,-19,,10.1755,,-0.4146,11.1684,-0.4146,22.5949,23.0095,23.0095,0
"LR",40,1955,-18,-18,,10.3501,,-0.2917,12.0395,-0.2917,24.204,24.4956,24.4956,0
"LR",40,1955,-17,-17,,10.5247,,-0.1687,12.9105,-0.1687,25.813,25.9818,25.9818,0
"LR",40,1956,-16,-16,,10.6993,,-0.0458,13.7816,-0.0458,27.4221,27.4679,27.4679,0
"LR",40,1956,-15,-15,,29.0311,,0.0772,15.2966,0.0772,29.0311,28.954,28.954,0
"LR",40,1956,-14,-14,,27.5892,,-0.0298,14.4879,-0.0298,27.5892,27.619,27.619,0
"LR",40,1956,-13,-13,,26.1473,,-0.1368,13.6792,-0.1368,26.1473,26.2841,26.2841,0
"LR",40,1957,-12,-12,,24.7054,,,12.8706,-0.2437,24.7054,24.9491,24.9491,0
"LR",40,1957,-11,-11,,23.2635,,,12.0619,-0.3507,23.2635,23.6142,23.6142,0
"LR",40,1957,-10,-10,,21.8216,,-0.4577,11.2532,-0.4577,21.8216,22.2793,22.2793,0
"LR",40,1957,-9,-9,,20.3797,,-0.5646,10.4446,-0.5646,20.3797,20.9443,20.9443,0
"LR",40,1958,-8,-8,,18.9378,,-0.6716,9.6359,-0.6716,18.9378,19.6094,19.6094,0
"LR",40,1958,-7,-7,,17.4959,,-0.7786,8.8272,-0.7786,17.4959,18.2744,18.2744,0
"LR",40,1958,-6,-6,,16.0539,,-0.8855,8.0186,-0.8855,16.0539,16.9395,16.9395,0
"LR",40,1958,-5,-5,,14.612,,-0.9925,7.2099,-0.9925,14.612,15.6045,15.6045,0
"LR",40,1959,-4,-4,,13.1701,,-1.0994,6.4012,-1.0994,13.1701,14.2696,14.2696,0
"LR",40,1959,-3,-3,,6.0602,,-1.2064,5.3021,-1.2064,11.7282,12.9346,12.9346,0
"LR",40,1959,-2,-2,,6.2087,,-1.7824,4.6849,-1.7824,11.0702,12.8526,12.8526,0
"LR",40,1959,-1,-1,,6.3571,,-2.3583,4.0676,-2.3583,10.4123,12.7706,12.7706,0
"LR",40,1960,0,0,,6.5055,,-2.9343,3.4504,-2.9343,9.7543,12.6886,12.6886,0
"LR",40,1960,1,1,,6.6539,,-3.5103,2.8332,-3.5103,9.0964,12.6066,12.6066,0
"LR",40,1960,2,2,,6.8023,,-4.0862,2.216,-4.0862,8.4384,12.5246,12.5246,0
"LR",40,1960,3,3,,6.9507,,-4.6622,1.5987,-4.6622,7.7804,12.4427,12.4427,0
"LR",40,1961,4,4,,7.0991,,-5.2382,0.9815,-5.2382,7.1225,12.3607,12.3607,0
"LR",40,1961,5,5,,6.4645,,-5.8141,0.3643,-5.8141,6.4645,12.2787,12.2787,0
"LR",40,1961,6,6,,5.8065,,-6.3901,-0.2529,-6.3901,5.8065,12.1967,12.1967,0
"LR",40,1961,7,7,,5.1486,,-6.9661,-0.8702,-6.9661,5.1486,12.1147,12.1147,0
"LR",40,1962,8,8,,4.4906,,-7.5421,-1.4874,-7.5421,4.4906,12.0327,12.0327,0
"LR",40,1962,9,9,,3.8327,,-8.118,-2.1046,-8.118,3.8327,11.9507,11.9507,0
"LR",40,1962,10,10,,3.1747,,-8.694,-2.7218,-8.694,3.1747,11.8687,11.8687,0
"LR",40,1962,11,11,,2.5167,,-9.27,-3.3391,-9.27,2.5167,11.7867,11.7867,0
"LR",40,1963,12,12,,2.4272,,-9.0881,-3.1471,-9.0881,2.4272,11.5153,11.5153,0
"LR",40,1963,13,13,,2.3376,,-8.9063,-3.1053,-8.9063,2.3376,11.244,11.244,0
"LR",40,1963,14,14,,2.2481,,-8.7245,-3.0635,-8.7245,2.2481,10.9726,10.9726,0
"LR",40,1963,15,15,,2.1585,,-8.5427,-3.0217,-8.5427,2.1585,10.7013,10.7013,0
"LR",40,1964,16,16,,2.069,,-8.3609,-2.9799,-8.3609,2.069,10.4299,10.4299,0
"LR",40,1964,17,17,,1.9794,,-8.1791,-2.9381,-8.1791,1.9794,10.1585,10.1585,0
"LR",40,1964,18,18,,1.8899,,-7.9973,-2.8963,-7.9973,1.8899,9.8872,9.8872,0
"LR",40,1964,19,19,,1.8003,,-7.8155,-2.8545,-7.8155,1.8003,9.6158,9.6158,0
"LR",40,1965,20,20,,1.7108,,-7.6337,-2.8127,-7.6337,1.7108,9.3445,9.3445,0
"LR",40,1965,21,21,,1.6212,,,-2.7709,-7.4519,1.6212,9.0731,9.0731,0
"LR",40,1965,22,22,,1.5317,,-7.2701,-2.729,-7.2701,1.5317,8.8018,8.8018,0
"LR",40,1965,23,23,,1.4421,,-7.0883,-2.6872,-7.0883,1.4421,8.5304,8.5304,0
"LR",40,1966,24,24,,1.3526,,-6.9065,-2.6454,-6.9065,1.3526,8.259,8.259,0
"LR",40,1966,25,25,,1.2038,,-7.1528,1.2038,1.2038,1.2038,0,0,0
"LR",40,1966,26,26,,1.0551,,-7.3991,1.0551,1.0551,1.0551,0,0,0
"LR",40,1966,27,27,,0.9064,,-7.6454,0.9064,0.9064,0.9064,0,0,0
"LR",40,1967,28,28,,0.7576,,-7.8917,0.7576,0.7576,0.7576,0,0,0
"LR",40,1967,29,29,,0.6089,,-8.1381,0.6089,0.6089,0.6089,0,0,0
"LR",40,1967,30,30,,0.4601,,-8.3844,0.4601,0.4601,0.4601,0,0,0
"LR",40,1967,31,31,,0.3114,,-8.6307,0.3114,0.3114,0.3114,0,0,0
"LR",40,1968,32,32,,0.1626,,-8.877,0.1626,0.1626,0.1626,0,0,0
"LR",40,1968,33,33,,0.0139,,-9.1234,0.0139,0.0139,0.0139,0,0,0
"LR",40,1968,34,34,,-0.1348,,-9.3697,-0.1348,-0.1348,-0.1348,0,0,0
"LR",40,1968,35,35,,-0.2836,,-9.616,-0.2836,-0.2836,-0.2836,0,0,0
"LR",40,1969,36,36,,-0.4323,,-9.8623,-0.4323,-0.4323,-0.4323,0,0,0
"LR",40,1969,37,37,,-0.5811,,-10.1086,-0.5811,-0.5811,-0.5811,0,0,0
"LR",40,1969,38,38,,-0.7298,,-10.355,-0.7298,-0.7298,-0.7298,0,0,0
"LR",40,1969,39,39,,-0.8785,,-10.6013,-0.8785,-0.8785,-0.8785,0,0,0
"LR",40,1970,40,40,,-1.0273,,-10.8476,-1.0273,-1.0273,-1.0273,0,0,0
"LR",40,1970,41,41,,1.1139,,-9.6034,-4.3117,-9.6034,1.1139,10.7173,10.7173,1
"LR",40,1970,42,42,,3.1544,,-8.3592,-7.6898,-8.3592,3.1544,11.5136,11.5136,1
"LR",40,1970,43,43,,2.2317,,-7.115,-6.5716,-7.115,2.2317,9.3467,9.3467,1
"LR",40,1971,44,44,,1.3089,,-5.8708,-5.4534,-5.8708,1.3089,7.1798,7.1798,1
"LR",40,1971,45,45,,0.3862,,-4.6266,-4.3352,-4.6266,0.3862,5.0128,5.0128,1
"LR",40,1971,46,46,,-0.5365,,-3.3824,-3.217,-3.3824,-0.5365,2.8459,2.8459,1
"LR",40,1971,47,47,,-2.1382,,-2.1382,-2.1382,-2.1382,-2.1382,0,0,0
"LR",40,1972,48,48,,-2.5175,,-2.5175,-2.5175,-2.5175,-2.5175,0,0,0
"LR",40,1972,49,49,,-2.8968,,-2.8968,-2.8968,-2.8968,-2.8968,0,0,0
"LR",40,1972,50,50,,-3.2762,,-3.2762,-3.2762,-3.2762,-3.2762,0,0,0
"LR",40,1972,51,51,,-3.6555,,-3.6555,-3.6555,-3.6555,-3.6555,0,0,0
"LR",40,1973,52,52,,-4.0348,,-4.0348,-4.0348,-4.0348,-4.0348,0,0,0
"LR",40,1973,53,53,,-4.4141,,-4.4141,-4.4141,-4.4141,-4.4141,0,0,0
"LR",40,1973,54,54,,-4.7934,,-4.7934,-4.7934,-4.7934,-4.7934,0,0,0
"LR",40,1973,55,55,,-5.1727,,-5.1727,-5.1727,-5.1727,-5.1727,0,0,0
"LR",40,1974,56,56,,-5.552,,-5.552,-5.552,-5.552,-5.552,0,0,0
"LR",40,1974,57,57,,-5.9313,,,-5.9313,-5.9313,-5.9313,0,0,0
"LR",40,1974,58,58,,-6.3106,,,-6.3106,-6.3106,-6.3106,0,0,0
"LR",40,1974,59,59,,-6.6899,,,-6.6899,-6.6899,-6.6899,0,0,0
"LR",40,1975,60,60,,-7.0692,,,-7.0692,-7.0692,-7.0692,0,0,0
"LR",40,1975,61,61,,-7.4485,,,-7.4485,-7.4485,-7.4485,0,0,0
"LR",40,1975,62,62,,-7.8278,,,-7.8278,-7.8278,-7.8278,0,0,0
"LR",40,1975,63,63,,-8.2071,,,-8.2071,-8.2071,-8.2071,0,0,0
"LR",40,1976,64,64,,-7.5762,,,-7.5762,-7.5762,-7.5762,0,0,0
"LR",40,1976,65,65,,-6.9452,,,-6.9452,-6.9452,-6.9452,0,0,0
"LR",40,1976,66,66,,-6.3143,,,-6.3143,-6.3143,-6.3143,0,0,0
"LR",40,1976,67,67,,-5.6834,,,-5.6834,-5.6834,-5.6834,0,0,0
"LR",40,1977,68,68,,-5.0524,,,-5.0524,-5.0524,-5.0524,0,0,0
"LR",40,1977,69,69,,-4.4215,,,-4.4215,-4.4215,-4.4215,0,0,0
"LR",40,1977,70,70,,-3.7905,,,-3.7905,-3.7905,-3.7905,0,0,0
"LR",40,1977,71,71,,-3.1596,,,-3.1596,-3.1596,-3.1596,0,0,0
"LR",40,1978,72,72,,-2.5287,,,-2.5287,-2.5287,-2.5287,0,0,0
"LR",40,1978,73,73,,-1.8977,,,-1.8977,-1.8977,-1.8977,0,0,0
"LR",40,1978,74,74,,-1.2668,,,-1.2668,-1.2668,-1.2668,0,0,0
"LR",40,1978,75,75,,-0.6358,,,-0.6358,-0.6358,-0.6358,0,0,0
"LR",40,1979,76,76,,-0.0049,,,-0.0049,-0.0049,-0.0049,0,0,0
"LR",40,1979,77,77,,0.626,,,0.626,0.626,0.626,0,0,0
"LR",40,1979,78,78,,0.5306,,,0.5306,0.5306,0.5306,0,0,0
"LR",40,1979,79,79,,0.4352,,,0.4352,0.4352,0.4352,0,0,0
"LR",40,1980,80,80,,0.3398,,,0.3398,0.3398,0.3398,0,0,0
"LR",40,1980,81,81,,0.2444,,,0.2444,0.2444,0.2444,0,0,0
"LR",40,1980,82,82,,0.149,,,0.149,0.149,0.149,0,0,0
"LR",40,1980,83,83,,0.0536,,,0.0536,0.0536,0.0536,0,0,0
"LR",40,1981,84,84,,-0.0418,,,-0.0418,-0.0418,-0.0418,0,0,0
"LR",40,1981,85,85,,-0.1372,,,-0.1372,-0.1372,-0.1372,0,0,0
"LR",40,1981,86,86,,-0.2326,,,-0.2326,-0.2326,-0.2326,0,0,0
"LR",40,1981,87,87,,-0.328,,,-0.328,-0.328,-0.328,0,0,0
"LR",40,1982,88,88,,-0.4234,,,-0.4234,-0.4234,-0.4234,0,0,0
"LR",40,1982,89,89,,-0.5188,,,-0.5188,-0.5188,-0.5188,0,0,0
"LR",40,1982,90,90,,-0.6142,,,-0.6142,-0.6142,-0.6142,0,0,0
"LR",40,1982,91,91,,-0.7096,,,-0.7096,-0.7096,-0.7096,0,0,0
"LR",40,1983,92,92,,-0.805,,,-0.805,-0.805,-0.805,0,0,0
"LR",40,1983,93,93,,5.308,,,2.0404,-0.9004,5.308,6.2084,6.2084,1
"LR",40,1983,94,94,,5.916,,,0.2089,-0.886,8.4206,9.3066,9.3066,0
"LR",40,1983,95,95,,6.524,,,0.2173,-0.8715,8.3834,9.255,9.255,0
"LR",40,1984,96,96,,7.1321,,,0.2257,-0.8571,8.3463,9.2033,9.2033,0
"LR",40,1984,97,97,,7.7401,,,0.2341,-0.8426,8.3091,9.1517,9.1517,0
"LR",40,1984,98,98,,8.2719,,,0.2425,-0.8281,8.2719,9.1001,9.1001,0
"LR",40,1984,99,99,,8.2348,,,0.2509,-0.8137,8.2348,9.0484,9.0484,0
"LR",40,1985,100,100,,8.1976,,,0.2593,-0.7992,8.1976,8.9968,8.9968,0
"LR",40,1985,101,101,,8.1605,,,0.2676,-0.7847,8.1605,8.9452,8.9452,0
"LR",40,1985,102,102,,8.1233,,,0.276,-0.7703,8.1233,8.8936,8.8936,0
"LR",40,1985,103,103,,8.0861,,,0.2844,-0.7558,8.0861,8.8419,8.8419,0
"LR",40,1986,104,104,,8.049,,,0.2928,-0.7413,8.049,8.7903,8.7903,0
"LR",40,1986,105,105,,8.0118,,,0.3012,-0.7269,8.0118,8.7387,8.7387,0
"LR",40,1986,106,106,,7.9746,,,0.3096,-0.7124,7.9746,8.687,8.687,0
"LR",40,1986,107,107,,7.9375,,,0.318,-0.6979,7.9375,8.6354,8.6354,0
"LR",40,1987,108,108,,7.8049,,,6.1706,-0.7006,13.3095,14.0101,14.0101,0
"LR",40,1987,109,109,,7.6724,,,5.9187,-0.7032,12.7985,13.5018,13.5018,0
"LR",40,1987,110,110,,7.5398,,,5.6667,-0.7059,12.2876,12.9935,12.9935,0
"LR",40,1987,111,111,,7.4073,,,5.4148,-0.7085,11.7767,12.4852,12.4852,0
"LR",40,1988,112,112,,7.2747,,,5.1629,-0.7112,11.2658,11.9769,11.9769,0
"LR",40,1988,113,113,,7.1422,,,4.9109,-0.7138,10.7548,11.4687,11.4687,0
"LR",40,1988,114,114,,7.0096,,,4.659,-0.7165,10.2439,10.9604,10.9604,0
"LR",40,1988,115,115,,6.8771,,,4.4071,-0.7191,9.733,10.4521,10.4521,0
"LR",40,1989,116,116,,6.7445,,,4.1551,-0.7218,9.2221,9.9438,9.9438,0
"LR",40,1989,117,117,,6.612,,,3.9032,-0.7244,8.7111,9.4355,9.4355,0
"LR",40,1989,118,118,,6.4794,,,3.6513,-0.7271,8.2002,8.9273,8.9273,0
"LR",40,1989,119,119,,6.3469,,,3.3993,-0.7297,7.6893,8.419,8.419,0
"LR",40,1990,120,120,,6.2143,,,3.1474,-0.7324,7.1783,7.9107,7.9107,0
"LR",40,1990,121,121,,6.0818,,,2.8955,-0.735,6.6674,7.4024,7.4024,0
"LR",40,1990,122,122,,5.9492,,,2.6435,-0.7377,6.1565,6.8942,6.8942,0
"LR",40,1990,123,123,,5.6456,,,1.9965,-0.7403,5.6456,6.3859,6.3859,0
"LR",40,1991,124,124,,5.5612,,,1.8963,-0.8524,5.5612,6.4136,6.4136,0
"LR",40,1991,125,125,,5.4768,,,1.796,-0.9646,5.4768,6.4414,6.4414,0
"LR",40,1991,126,126,,5.3925,,,1.6958,-1.0767,5.3925,6.4692,6.4692,0
"LR",40,1991,127,127,,5.3081,,,1.5956,-1.1888,5.3081,6.4969,6.4969,0
"LR",40,1992,128,128,,5.2237,,,1.4954,-1.3009,5.2237,6.5247,6.5247,0
"LR",40,1992,129,129,,5.1394,,,1.3951,-1.4131,5.1394,6.5524,6.5524,0
"LR",40,1992,130,130,,5.055,,5.055,1.2949,-1.5252,5.055,6.5802,6.5802,0
"LR",40,1992,131,131,,4.9706,,4.9706,1.1947,-1.6373,4.9706,6.6079,6.6079,0
"LR",40,1993,132,132,,4.8863,,4.8863,1.0945,-1.7494,4.8863,6.6357,6.6357,0
"LR",40,1993,133,133,,4.8019,,4.8019,0.9942,-1.8615,4.8019,6.6635,6.6635,0
"LR",40,1993,134,134,,4.7175,,4.7175,0.894,-1.9737,4.7175,6.6912,6.6912,0
"LR",40,1993,135,135,,4.6332,,4.6332,0.7938,-2.0858,4.6332,6.719,6.719,0
"LR",40,1994,136,136,,4.5488,,4.5488,0.6935,-2.1979,4.5488,6.7467,6.7467,0
"LR",40,1994,137,137,,4.4645,,4.4645,0.5933,-2.31,4.4645,6.7745,6.7745,0
"LR",40,1994,138,138,,4.3801,,4.3801,0.4931,-2.4222,4.3801,6.8022,6.8022,0
"LR",40,1994,139,139,,4.2957,,4.2957,0.5013,-2.5343,4.2957,6.83,6.83,0
"LR",40,1995,140,140,1,6.6717,,6.6717,1.8641,-1.9819,6.6717,8.6536,8.6536,0
"LR",40,1995,141,141,1,9.0477,,9.0477,3.227,-1.4296,9.0477,10.4773,10.4773,0
"LR",40,1995,142,142,1,11.4237,,11.4237,4.5899,-0.8772,11.4237,12.3009,12.3009,0
"LR",40,1995,143,143,1,13.7997,,13.7997,5.9527,-0.3249,13.7997,14.1246,14.1246,0
"LR",40,1996,144,144,1,12.3027,,12.3027,4.5415,-1.252,12.3027,13.5546,13.5546,0
"LR",40,1996,145,145,1,10.8056,,10.8056,3.3708,-2.1791,10.8056,12.9847,12.9847,0
"LR",40,1996,146,146,1,9.3086,,9.3086,2.2001,-3.1062,9.3086,12.4147,12.4147,0
"LR",40,1996,147,147,1,7.8115,,7.8115,1.0294,-4.0333,7.8115,11.8448,11.8448,0
"LR",40,1997,148,148,1,6.3144,,6.3144,-0.1413,-4.9604,6.3144,11.2748,11.2748,0
"LR",40,1997,149,149,1,4.8174,,4.8174,-1.312,-5.8875,4.8174,10.7049,10.7049,0
"LR",40,1997,150,150,1,3.3203,,3.3203,-2.4827,-6.8146,3.3203,10.1349,11.2348,0
"LR",40,1997,151,151,1,1.8233,,1.8233,-3.6534,-7.7417,1.8233,9.5649,12.1792,0
"LR",40,1998,152,152,1,0.3262,,0.3262,-4.8241,-8.6688,0.3262,8.995,12.3504,0
"LR",40,1998,153,153,1,-1.1708,,-1.1708,-5.9948,-9.5959,-1.1708,8.425,13.1809,0
"LR",40,1998,154,154,1,-2.6679,,-2.6679,-7.1656,-10.523,-2.6679,7.8551,11.9337,0
"LR",40,1998,155,155,1,-4.165,,-4.165,-8.3363,-11.4501,-4.165,7.2851,11.1816,0
"LR",40,1999,156,156,1,-5.662,,-5.662,-9.507,-12.3772,-5.662,6.7152,12.7963,0
"LR",40,1999,157,157,1,-7.1591,,-7.1591,-10.6777,-13.3043,-7.1591,6.1452,15.1672,0
"LR",40,1999,158,158,1,-8.6561,,-8.6561,-11.8484,-14.2314,-8.6561,5.5753,16.5819,0
"LR",40,1999,159,159,1,-10.1532,,-10.1532,-12.9339,-15.1585,-10.1532,5.0053,17.5421,0
"LR",40,2000,160,160,1,-10.408,,-10.408,-2.9773,-10.408,4.4533,14.8614,14.8614,0
"LR",40,2000,161,161,1,-10.6629,,-10.6629,-3.7899,-10.6629,3.0831,13.746,13.746,0
"LR",40,2000,162,162,1,-10.9178,,-10.9178,-4.6024,-10.9178,1.7129,12.6307,12.8187,0
"LR",40,2000,163,163,1,-11.1726,,-11.1726,-5.415,-11.1726,0.3427,11.5154,13.0675,0
"LR",40,2001,164,164,1,-11.4275,,-11.4275,-6.2275,-11.4275,-1.0275,10.4,14.2087,0
"LR",40,2001,165,165,1,-11.6824,,-11.6824,-7.04,-11.6824,-2.3977,9.2847,14.4873,0
"LR",40,2001,166,166,1,-11.9372,,-11.9372,-7.8526,-11.9372,-3.7679,8.1693,14.3968,0
"LR",40,2001,167,167,1,-12.1921,,-12.1921,-8.6651,-12.1921,-5.1381,7.054,14.6896,0
"LR",40,2002,168,168,1,-12.447,,-12.447,-9.4776,-12.447,-6.5083,5.9387,15.1211,0
"LR",40,2002,169,169,1,-12.7018,,-12.7018,-10.2902,-12.7018,-7.8785,4.8233,15.7588,0
"LR",40,2002,170,170,1,-12.9008,,-12.9567,-11.1027,-12.9567,-9.2487,3.708,17.2636,0
"LR",40,2002,171,171,1,-12.6956,,-13.2115,-11.9152,-13.2115,-10.6189,2.5926,17.4049,0
"LR",40,2003,172,172,1,-13.1085,,-13.1085,-12.7956,-13.1085,-11.4226,1.6859,16.2652,0
"LR",40,2003,173,173,1,-13.0054,,-13.0054,-12.8608,-13.0054,-12.2263,0.7791,16.0537,0
"LR",40,2003,174,174,1,-13.03,,-12.9024,-12.926,-13.03,-12.9024,0.1277,16.3084,0
"LR",40,2003,175,175,1,-13.3879,,-12.7993,-12.9913,-13.8338,-12.7993,1.0345,17.3109,0
"LR",40,2004,176,176,1,-13.5609,,-12.6962,-13.0565,-14.6375,-12.6962,1.9413,15.9052,0
"LR",40,2004,177,177,1,-13.734,,-12.5932,-13.1217,-15.4412,-12.5932,2.848,16.067,0
"LR",40,2004,178,178,1,-13.9071,,-13.9071,-13.1869,-16.2449,-12.4901,3.7548,17.5286,0
"LR",40,2004,179,179,1,-14.0802,,-14.0802,-13.2521,-17.0486,-12.387,4.6616,18.4749,0
"LR",40,2005,180,180,1,-14.2532,,-14.2532,-13.3173,-17.8523,-12.284,5.5684,19.7711,0
"LR",40,2005,181,181,1,-14.4263,,-14.4263,-13.2277,-14.4263,-12.1809,2.2454,16.3325,1
"LR",40,2005,182,182,1,-14.5994,,-14.5994,-13.2534,-14.5994,-12.0778,2.5215,16.2489,1
"LR",40,2005,183,183,1,-14.7725,,-14.7725,-13.2791,-14.7725,-11.9748,2.7977,16.6623,1
"LR",40,2006,184,184,1,-14.9455,,-14.9455,-13.3048,-14.9455,-11.8717,3.0738,15.7728,1
"LR",40,2006,185,185,1,-15.1186,,-15.1186,-13.3304,-15.1186,-11.7686,3.35,15.7629,1
"LR",40,2006,186,186,1,-15.2917,,-15.2917,-13.3561,-15.2917,-11.6656,3.6261,16.7447,1
"LR",40,2006,187,187,1,-15.4647,,-15.4647,-13.578,-15.4647,-11.5625,3.9022,17.0374,1
